user_first_engagement,user_pseudo_id,split_group,is_enable,bounced,country_name,device_os,device_lang,cnt_user_engagement,cnt_level_start_quickplay,cnt_level_end_quickplay,cnt_level_complete_quickplay,cnt_level_reset_quickplay,cnt_post_score,cnt_spend_virtual_currency,cnt_ad_reward,cnt_challenge_a_friend,cnt_completed_5_levels,cnt_use_extra_steps,churned
2018-07-30 11:49:43.302002+00:00,52AD82D3ED9AA51B63F1903ACF8209D7,training,1,0,Canada,ANDROID,fr-ca,33,0,0,0,0,11,0,0,0,1,0,1
2018-09-11 10:58:16.264003+00:00,751F059E1E4E3647C4E502FB7C51F462,training,1,0,Japan,IOS,ja-jp,160,102,67,67,32,67,1,0,0,0,1,0
2018-06-26 17:58:44.347010+00:00,82635EDD784A0843FA09AD14C294B151,training,1,1,Canada,IOS,en-ca,2,1,0,0,0,0,0,0,0,0,0,1
2018-06-13 19:38:53.796000+00:00,893526CD9E845D10C063B83B1C68D916,testing,1,0,United States,IOS,en-us,3,0,0,0,0,0,0,0,0,0,0,0
2018-09-17 01:59:52.809005+00:00,89B041D20D6C4FC5DA72F46D7096EF4A,training,1,1,United States,IOS,en-us,5,1,0,0,0,0,0,0,0,0,0,1
2018-10-03 16:38:43.467001+00:00,C11D2CEE54EF4DC4655B7D87BC1B7F1C,training,0,0,India,ANDROID,en-gb,59,0,0,0,0,17,5,0,0,0,0,1
2018-08-16 11:10:48.419001+00:00,E15CC599FA923B9D51503DF30CC3A40F,training,1,0,Puerto Rico,ANDROID,en-us,18,2,1,0,0,3,0,0,0,0,0,0
2018-09-17 15:11:02.506003+00:00,F3758F9C79227C32C9CBB9441A53B9EC,training,1,0,Czechia,IOS,cs-cz,48,13,9,0,0,0,0,0,0,0,0,1
2018-07-10 14:36:52.904004+00:00,1B4089548FFE120C3A3854FA86D78B18,training,1,0,Croatia,ANDROID,sv-se,3,0,0,0,0,0,0,0,0,0,0,0
2018-06-12 15:08:58.936003+00:00,38C93052B6B68913A433591107F8662C,testing,1,0,United States,ANDROID,en-us,3,0,1,0,0,0,0,0,0,0,0,0
2018-08-18 06:39:31.160001+00:00,604581EBBA6CECFC5D56550A4C8BB3A3,testing,1,1,United States,ANDROID,en-us,11,2,1,0,0,0,0,0,0,0,0,1
2018-06-25 23:39:42.976007+00:00,7F8137F77D6264E9B1E35B2ED422651E,training,1,0,United States,IOS,en-us,43,40,7,0,31,0,0,0,0,0,0,0
2018-09-01 11:18:52.229002+00:00,B7BA9E1AB4945183AEB5B58AA1FEB91F,training,1,1,Belgium,IOS,en-be,1,1,0,0,0,0,0,0,0,0,0,1
2018-07-30 17:02:16.988007+00:00,CC2AA376D92831200B850CA2CA3E92A8,training,1,1,Canada,ANDROID,en-ca,17,0,0,0,0,5,0,0,0,1,0,1
2018-06-16 04:32:04.660016+00:00,0C2A65FB041A694BAD1A79125F7A5560,training,1,0,United States,IOS,en-us,86,54,18,14,37,14,0,0,0,0,0,0
2018-10-04 00:03:02.994008+00:00,1832E427962A492A4491FDAF4CE206B7,training,0,0,United States,ANDROID,en-us,4,0,0,0,0,0,0,0,0,0,0,1
2018-07-23 13:45:15.557003+00:00,4E0C67AD59BD285705D7B014EB7A5F12,training,1,1,United States,ANDROID,en-us,21,0,0,0,0,8,0,0,0,1,0,1
2018-07-16 21:03:11.065009+00:00,503AB1BC9E19C89B0425ED404E60F062,training,1,0,Canada,ANDROID,en-ca,349,18,17,4,0,30,2,0,0,1,2,0
2018-06-15 03:33:56.214001+00:00,6FF9F94936F24D5A36AF30FA1D9007C4,validation,1,0,United States,ANDROID,en-us,20,0,0,0,0,5,0,0,0,1,0,0
2018-09-29 01:14:45.334004+00:00,89E4F685DF983A177EAE221134468F95,training,1,0,Japan,ANDROID,ja-jp,44,11,4,4,2,5,0,0,0,0,0,0
2018-10-01 08:25:31.629001+00:00,AEC2CA5E93CD385AF322CC8B6E9C5534,training,1,1,China,IOS,zh-hans-cn,43,5,4,0,1,5,2,0,0,0,2,1
2018-08-04 17:18:01.263009+00:00,B4E4D699D0D235F372AE1DD88F9662C8,training,1,0,United States,IOS,en-us,49,20,18,9,1,9,0,0,0,0,0,0
2018-09-11 04:04:50.738002+00:00,B654CDDD4CC097495BF30819077AE75C,validation,1,1,Philippines,ANDROID,en-us,15,1,0,0,0,3,0,0,0,0,0,1
2018-08-27 21:23:05.414003+00:00,E1735A9FB21570C20964C678C95CB784,testing,1,0,Egypt,ANDROID,en-gb,22,7,5,4,0,4,2,0,0,0,2,1
2018-06-30 15:41:20.767003+00:00,EFA1C80C673FCE0132328E682055C720,training,1,1,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-09-05 20:49:39.675003+00:00,4D97C9503EB24A495AED1C0163E3237C,training,1,0,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,0
2018-08-07 21:16:43.192001+00:00,50C7B60825AAD15516B7CF8C8087CEDF,training,1,1,United States,ANDROID,en-us,13,0,0,0,0,4,0,0,0,0,0,1
2018-06-21 03:37:47.418005+00:00,68EA8FDC3D7F8984530BB60FAE9A42FD,training,1,0,United States,ANDROID,en-us,20,0,0,0,0,0,0,0,0,0,0,0
2018-09-02 20:43:01.148003+00:00,A33DE80957EE65767566B772BC3E8BA5,training,1,1,India,ANDROID,en-in,10,7,0,0,6,0,0,0,0,0,0,1
2018-09-29 01:27:36.212003+00:00,CB71294722571C0DA04ABCCD3584D301,validation,1,1,Japan,IOS,ja-mw,6,1,1,1,0,1,1,0,0,0,1,1
2018-08-07 08:09:46.338004+00:00,DD8797EEB6395630DF036363EBA33A1C,training,1,1,Japan,ANDROID,ja-jp,5,0,0,0,0,0,0,0,0,0,0,1
2018-09-27 22:49:58.106007+00:00,EBC3377F30997A9FAF91EAF662ADE2E8,training,1,1,United States,IOS,en-au,3,3,0,0,2,0,0,0,0,0,0,1
2018-08-31 20:20:25.766001+00:00,280A7B998E88ABACD33E131F24B43203,training,1,1,India,ANDROID,en-gb,5,3,0,0,2,0,0,0,0,0,0,1
2018-07-25 19:48:16.071004+00:00,29574BB59EAA97D018CE2997AD553C38,training,1,0,Germany,ANDROID,en-us,15,0,0,0,0,4,0,0,0,0,0,0
2018-06-12 11:38:54.288009+00:00,30851A76407C708D397A7D2341980D37,training,1,0,Japan,IOS,ja-jp,6,2,2,2,0,2,0,0,0,0,0,0
2018-06-14 20:19:54.504010+00:00,44962B1EB7295E6C001F7F75CFA52D3C,validation,1,0,France,IOS,fr-fr,8,3,3,3,0,3,0,0,0,0,0,0
2018-06-28 21:06:56.236008+00:00,6C6BBE24D96DF8AFE40DF633BB300AB4,training,1,1,Mexico,ANDROID,es-us,14,0,0,0,0,4,0,0,0,0,0,1
2018-06-30 17:04:30.717006+00:00,943D8AA4AEE63B13BFDECE31A7429701,testing,1,0,United States,IOS,en-us,9,3,2,0,0,0,0,0,0,0,0,0
2018-09-21 21:43:57.881009+00:00,C4B7C57988803569B404F1F7A812CC8F,training,1,0,Netherlands,IOS,en-nl,3,1,1,1,0,1,0,0,0,0,0,0
2018-06-19 02:26:11.510009+00:00,E679FCA51EF222DDC0F7EFCEF502AE7D,training,1,0,United States,IOS,en-us,14,5,5,1,0,1,0,0,0,0,0,0
2018-07-06 08:11:18.635000+00:00,00DC2F6206D386B66176EF0C74729A97,training,1,0,Australia,ANDROID,en-au,24,0,0,0,0,8,0,0,0,1,0,1
2018-09-25 00:55:48.751003+00:00,1E9A14D4B03D43D5A2D4A606D099D538,training,1,1,United States,IOS,en-us,8,3,2,0,0,0,0,0,0,0,0,1
2018-06-13 23:13:51.245003+00:00,2BEA707B03705B0CB54A23D237DEE416,training,1,0,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,0
2018-09-28 12:21:54.510001+00:00,3F512C35009AAC06F811B31413462B45,training,1,1,India,ANDROID,en-in,11,4,2,1,2,1,0,0,0,0,0,1
2018-07-01 02:23:51.665004+00:00,413D6F84DA9F97B809EEE84F11F06BA8,training,1,0,United States,IOS,en-us,3,1,1,0,0,0,0,0,0,0,0,0
2018-08-01 11:26:31.988014+00:00,42421044D6B3F0190A37145A20403036,training,1,0,United States,ANDROID,zh-cn,56,18,0,0,14,3,0,0,0,0,0,0
2018-07-01 15:08:00.512005+00:00,8CD17D401092A32135F5D22B946E7E0E,training,1,0,United States,ANDROID,en-us,33,2,1,0,0,8,0,0,0,1,0,1
2018-08-19 14:37:07.593004+00:00,9B7F147A335B017970A508D6C2FBB19D,training,1,1,United States,ANDROID,en-us,2,0,0,0,0,0,0,0,0,0,0,1
2018-06-17 01:22:15.707004+00:00,9D3B16FDFC3670ABCB33C7CDF27815E7,validation,1,0,United States,IOS,en-us,11,4,4,3,0,3,0,0,0,0,0,0
2018-08-02 06:27:35.838001+00:00,AB48D576008899542044F575FF8DF525,training,1,0,Mexico,ANDROID,en-gb,16,0,0,0,0,5,0,0,0,1,0,0
2018-08-08 18:58:57.515003+00:00,E806F12D29E9F873BE6EAA01CD1E1B4F,testing,1,0,Israel,ANDROID,en-us,24,0,0,0,0,6,0,0,0,1,0,0
2018-06-26 22:51:46.196007+00:00,1628F863732C8AB2E1301D54CD4C4D0B,training,1,1,United States,IOS,en-us,10,2,2,0,0,0,0,0,0,0,1,1
2018-06-16 13:50:35.476005+00:00,61D4C6B62D7A40C693BCD3933AFEE0EE,training,1,0,Canada,IOS,en-ca,10,4,3,2,0,2,0,0,0,0,0,0
2018-07-18 05:37:21.223018+00:00,8CECF02FC87B0087044CA4E30B792B2B,training,1,0,United States,IOS,en-us,24,5,4,0,0,1,0,0,0,0,0,0
2018-09-09 21:29:00.835004+00:00,9511A7178AF9703781314EC0F5824E78,training,1,0,Canada,ANDROID,en-ca,18,0,0,0,0,4,0,0,0,0,0,1
2018-06-19 05:35:02.579010+00:00,B9A79B71F17F02AB16F42A9C9CDDECF8,training,1,1,United States,,en-us,3,1,1,0,0,0,0,0,0,0,0,1
2018-06-18 15:46:47.693004+00:00,0FE7AA892150DE7C58D1B2988580346D,training,1,0,United Kingdom,ANDROID,en-gb,9,0,0,0,0,1,0,1,0,0,1,0
2018-07-09 20:37:35.703010+00:00,1F732B8A151B6C6249323BC65CA9C1F9,testing,1,0,United Kingdom,ANDROID,en-gb,22,0,0,0,0,6,0,0,0,1,0,0
2018-10-01 00:01:51.269003+00:00,2DCBEC6327311308C3C5D6D0D72C57EA,training,1,1,United States,IOS,en-us,5,2,2,2,0,2,0,0,0,0,0,1
2018-08-22 22:45:53.837004+00:00,3CB265E3644506572FFFC80A7DAD0E78,training,1,0,United States,ANDROID,en-us,24,2,0,0,0,4,0,0,0,0,0,0
2018-07-18 00:34:43.565001+00:00,58ADB0EF380D27E479B336C9FB293D28,training,1,1,United States,IOS,en-us,7,0,0,0,0,1,0,0,0,0,0,1
2018-06-12 22:25:29.605007+00:00,77099BD712737184D5C0207CE80BB64B,training,1,0,United States,IOS,en-us,13,3,1,0,0,0,0,0,0,0,0,0
2018-09-13 00:58:05.733000+00:00,9643B862487987513125B5491C32615F,training,1,1,Canada,IOS,en-ca,3,0,0,0,0,0,0,0,0,0,0,1
2018-07-17 10:21:06.502001+00:00,0EDFEBB41805C193F09D00727197F0CA,training,1,0,Japan,ANDROID,ja-jp,9,3,2,1,0,1,0,0,0,0,0,0
2018-07-21 19:20:57.355006+00:00,39B762912C3255F7D8C8B3C54663A8B7,training,1,0,India,IOS,en-in,61,0,0,0,0,0,0,0,0,0,0,0
2018-09-04 15:16:21.682003+00:00,CCC7BB053BBC6824C53FAA4A8C63E3FE,validation,1,0,Nigeria,ANDROID,en-us,36,1,0,0,0,7,2,0,0,1,2,0
2018-09-01 18:03:54.707001+00:00,D2057EE2B8E8563B522E6C21B7BD4524,training,1,1,United States,ANDROID,en-us,9,0,0,0,0,2,0,0,0,0,0,1
2018-08-17 23:20:28.677004+00:00,0175F289F0878C46DCA6B0AF3C5677F1,training,1,0,United States,IOS,en-us,28,4,1,0,0,0,0,0,0,0,0,0
2018-09-07 18:08:33.620008+00:00,060ADA8C8F2558D7C9AC00CA15B84DB3,training,1,0,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,0
2018-08-02 15:18:41.836001+00:00,162B08BBD5BD780CB3BEFD06770C0E85,training,1,0,United States,IOS,en-us,63,0,0,0,0,9,0,0,0,0,0,0
2018-08-30 13:18:52.811011+00:00,1BBCF13621604F9F41279EFCD701AB07,training,1,1,Taiwan,ANDROID,zh-tw,10,1,0,0,0,1,0,0,0,0,0,1
2018-08-01 21:53:57.590001+00:00,210C3692734E251EEF4E952BC57DD998,training,1,0,United Arab Emirates,IOS,en-ae,19,4,2,2,0,2,0,0,0,0,0,0
2018-08-26 05:30:39.040013+00:00,22FF5A33C3655B949A5B209F165310FE,training,1,1,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,1
2018-06-19 13:46:13.345003+00:00,55B118D59C36681FC35338B7B08BCA2E,training,1,1,Canada,IOS,en-ca,3,2,1,0,0,0,0,0,0,0,0,1
2018-07-17 10:08:18.930003+00:00,77722C6A256D424D481A95453DFFB57E,training,1,1,United States,ANDROID,en-us,2,0,0,0,0,0,0,0,0,0,0,1
2018-09-06 13:53:53.088012+00:00,C96F1CB586725A7D165BCF665C131114,training,1,0,United States,IOS,en-us,25,5,3,3,2,4,0,0,0,0,0,0
2018-09-06 11:44:24.024008+00:00,FBA8767310C829F9C28F06146B83A08D,training,1,1,Australia,IOS,en-au,21,1,0,0,0,4,0,0,0,0,0,1
2018-07-20 03:42:10.343007+00:00,0B57732CC81507A6EF8F49B7BEC5770F,training,1,1,United States,ANDROID,en-us,6,0,0,0,0,1,0,0,0,0,0,1
2018-06-23 16:41:45.413013+00:00,0BEB61E9AB439EBDDB401A49E1253BC0,training,1,1,United States,IOS,en-us,4,2,0,0,1,0,0,0,0,0,0,1
2018-06-23 08:38:46.085000+00:00,243234771C2024373C594E34A55E7A54,training,1,0,United Kingdom,IOS,en-gb,3,1,0,0,0,0,0,0,0,0,0,0
2018-08-24 08:07:24.868003+00:00,3AF878DF2D82CB843607C005B0729451,training,1,1,Azerbaijan,ANDROID,en-us,12,0,0,0,0,4,0,0,0,0,0,1
2018-06-15 01:06:06.980015+00:00,5B84AA0BEF649F6BF43BC3D2014A311C,training,1,0,United States,IOS,en-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-06-14 02:55:37.359005+00:00,9030905FB31370EB039161C5EC7E6AC9,validation,1,0,United States,,en-us,3,1,0,0,0,0,0,0,0,0,0,0
2018-06-15 12:53:12.615038+00:00,92495023CFA736DBFB0525FF48C0A34D,training,1,0,Japan,,ja-jp,88,2,0,0,0,30,0,0,0,1,0,1
2018-09-18 21:37:23.866010+00:00,99B087C0065844C7D074B97881A55F37,training,1,1,United States,IOS,en-us,3,1,1,1,0,1,0,0,0,0,0,1
2018-08-04 10:24:17.675001+00:00,F811FA3ECC2BA9F049E5A216FAFA301B,testing,1,1,India,ANDROID,en-us,9,2,0,0,0,0,0,0,0,0,0,1
2018-08-10 08:23:40.497001+00:00,04F397E482E77FD2B7CAEB81E732790C,training,1,0,United States,ANDROID,en-us,126,18,14,6,3,18,2,0,0,2,2,0
2018-09-04 21:47:32.968009+00:00,52CFA8EDD77C74FAE4D79AD25CF4717C,testing,1,0,United States,IOS,en-us,37,14,9,5,0,5,0,0,0,0,0,0
2018-09-12 12:06:41.946009+00:00,709DC9F577DF34C36D3B156E1D34DAA9,training,1,0,Thailand,IOS,en-bh,3,1,1,1,0,1,0,0,0,0,0,0
2018-08-23 04:02:20.486001+00:00,75AA587C3D72B34C9876D8D94BFDBD4F,training,1,1,Bangladesh,ANDROID,en-us,6,0,0,0,0,0,0,0,0,0,0,1
2018-07-08 05:15:32.007002+00:00,8BEC26274CE411FDDA3BAEBE1A77D7A8,training,1,1,Japan,ANDROID,ja-jp,5,6,1,0,5,0,0,0,0,0,0,1
2018-06-19 04:14:38.224001+00:00,93298A0EB90A177C963DBBE22060DCDA,training,1,1,Mexico,,es-mx,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-25 14:53:27.220001+00:00,387B64EA9F8B83E07953A02DC16C4B64,training,1,1,Azerbaijan,ANDROID,ru-ru,3,0,0,0,0,0,0,0,0,0,0,1
2018-06-19 20:15:40.353005+00:00,57BFEC94626541902118482C3BB4E741,training,1,0,United States,IOS,en-us,3,1,0,0,0,0,0,0,0,0,0,1
2018-06-14 11:35:29.526000+00:00,5DDB37708612903F926A81786E7B0676,training,1,0,United States,ANDROID,en-us,1,0,0,0,0,0,0,0,0,0,0,0
2018-07-15 03:02:47.758003+00:00,9C103E62DF217934BB0DEFFD9A7F7413,training,1,0,United States,IOS,en-us,6,2,1,1,0,1,0,0,0,0,0,0
2018-08-23 07:16:09.735000+00:00,A7993B3D9E693DFD3EA57CF4D1B8D00F,training,1,0,United States,ANDROID,en-us,87,9,6,5,0,27,1,0,0,1,1,0
2018-09-23 23:06:07.993014+00:00,CB6A7B7E38968075BBCAF1A5A25B40DC,testing,1,1,Australia,IOS,en-gb,4,1,1,0,0,0,0,0,0,0,0,1
2018-06-20 01:32:21.470001+00:00,FB72CEE926AC3A316AD3E774F960F83C,testing,1,1,United States,IOS,da-us,1,0,0,0,0,0,0,0,0,0,0,1
2018-08-15 16:50:43.891000+00:00,7F8E0A83EA3833F063DA2107E073AC03,training,1,0,United States,IOS,en-us,3,2,0,0,1,0,0,0,0,0,0,0
2018-06-22 14:50:15.721003+00:00,93236F1DDE9EAA3DFFD60A57DDA2DC1B,training,1,0,France,ANDROID,en-gb,13,8,3,0,4,0,0,0,0,0,0,0
2018-08-18 18:37:48.449002+00:00,E1B79A92AE2233DD2B2FD41E94708F66,training,1,1,Qatar,ANDROID,en-gb,7,0,0,0,0,0,0,0,0,0,0,1
2018-09-07 16:09:28.619003+00:00,F09FE67FD10A14FED0F12CA0FFF83DD2,training,1,0,Italy,IOS,it-it,6,2,2,2,0,2,0,0,0,0,0,0
