user_pseudo_id,mk_total_transitions,mk_from_game,mk_from_game_over,mk_from_menu,mk_from_level_select,mk_from_steps,mk_game__game,mk_game__game_over,mk_game__menu,mk_game__steps,mk_game__shop,mk_game__level_select,mk_game_over__game,mk_game_over__menu,mk_game_over__level_select,mk_game_over__shop,mk_menu__game,mk_menu__level_select,mk_level_select__game,mk_steps__shop,mk_steps__game
7CB2D3F0C0FA1A15A0BD2C341DC6D265,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0440FFD9E8480E870EA2C22C5F54648D,6,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6EE270AA56EB79AB6F82A0B7B3DDD5DB,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2F89C2ED5BBDCF6CD2EF726AE7595A8F,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F599994183A869707DBC45EDCC6013D8,334,0,16,3,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
89B041D20D6C4FC5DA72F46D7096EF4A,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
A586F65F371E79EAD0099F6CCB548161,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5D28830C352D6C4948D17DF0869A1D3F,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC400E1B157258545CB288C8CA9265AF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73D2209500E6020F9E35CE6667CB1F33,15,0,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3E36D35BE8A57983FCA94E25999A7353,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5A89C7F3CA724D189FC018AB4A6934EC,8,2,2,2,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
B2962E6EAD8773178235288A7F4EE09E,9,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
9F5D751FB64E103F03847C9BF8954136,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68F0F274679E4F4B4059C60DDAA5A3D4,8,2,0,3,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0
EEF0761D89B7CC297357E38110605AA1,7,2,0,3,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
81719AF70E3B09C0C5875A1509CF5CAA,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1D078204C2C47E3A7B118A006879A38A,5,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5648A954EBE1643361A91165FC9F249A,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4FFA7244522F8258DEC9B6E607E222E,9,3,2,2,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
A00FF1CAD02B5285B41A496690A51D5F,126,0,42,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
907039DFC8166A7F501ED4C0A333D2E6,25,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
9B27F8491DC5DA23D369F31250BD8D65,28,9,12,2,2,1,1,6,0,1,0,0,6,0,0,0,0,1,1,1,0
FCA08F9B0DCB6E33A74F672CE7F73BE3,70,5,10,4,2,17,0,0,0,0,0,0,4,0,0,0,0,1,1,7,0
4810571ACC0E16AC1EF27D345190C520,66,23,35,2,2,0,1,18,0,0,0,0,17,0,0,0,0,1,1,0,0
4BF45CB17DDBF06D87F4002632E0A1BC,6,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
DD766B6E5A2B12A2C7C52C11C8F81B00,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518DABD4A0DF4C41A6D811D6D45EB2B6,21,7,4,3,3,2,2,2,0,2,0,1,2,0,0,0,1,1,1,2,0
8B404ABBCDCF859DB2E5ABE00B482621,24,0,8,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3C37A5EB7445A1A0102AC428C8C4E5EA,7,2,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
CFD21DF2629D9493B5FB0A0971370481,43,14,14,2,2,6,1,7,0,6,0,0,7,0,0,0,0,1,1,6,0
CFB7EA15CA2A515D1E15CDF261CD899B,14,4,6,2,2,0,1,3,0,0,0,0,3,0,0,0,0,1,1,0,0
D7BA6FC943973C8A8A2DCF86FBC11359,35,15,2,3,8,7,7,1,0,7,0,0,1,0,0,0,0,1,7,7,0
751B06814F2E7EFE53CF17EA6A435B58,290,0,121,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
4C06E113DA2E87330590B07BC97D276F,90,0,25,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
F9E9D9C3BEAC3471A1652C6417BEA52D,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D703FE2BF6128775A49C4EBCCE9B2D1B,18,0,3,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
E1B79A92AE2233DD2B2FD41E94708F66,9,4,0,2,3,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0,0
4B318E1C0D8D4FBBEB6C9806947B2604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DE622694FDC3B9F57F917F659111E9A4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ECFC6975EF5198AF9557A4D7A172BBD,10,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1A6DDD75139E95DCEE4E30BB47B0C94C,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883CD1A3DD6C51684238151107909628,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3AC32595330166DD108922E4629617EE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2CD032CF59AC00628DA808E294B16AAB,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413D20E7862519F7DEA049D4C923F188,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21E45F33EAF90362ED7C5EED8FF23614,52,0,15,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
3B15C3FD7BFB909E02E9FE01888F1A31,13,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9684EE0B871916A8BC46E72B75610164,22,2,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
